seed,psnr,ssim,memory_gb
0,25.92566095846945,0.5273393113575628,2.203327178955078
1,23.69117746921077,0.4152689380716804,2.234774589538574
42,24.522773330542904,0.4534890559982249,2.234774589538574
123,24.803194528965133,0.46785894059995325,2.236239433288574
3407,23.862417267298582,0.4214367767887526,2.236239433288574
