iter,loss,psnr,z_norm
1,74647.1328125,22.429344409303514,138.72915649414062
2,14719545.0,11.276844767888935,138.45664978027344
3,11273448.0,11.685356089504335,138.24790954589844
4,328725.875,17.735036542381973,138.458251953125
5,10496224.0,10.873915834362366,138.5049591064453
6,9257538.0,11.27942667047697,138.4431610107422
7,3217822.25,13.922671098377142,138.5537109375
8,6024700.0,13.371269972220505,138.29946899414062
9,2228764.5,16.47836987403788,138.2016143798828
10,727027.5625,16.575796012672242,138.20436096191406
11,990624.625,15.469700361732407,138.26441955566406
12,1461378.5,14.534285674271707,138.34817504882812
13,1925123.5,13.834300495931672,138.4314422607422
14,2275808.5,13.342400529407259,138.49880981445312
15,2483384.5,13.025570306334792,138.5415802001953
16,2569760.5,12.84715889385585,138.5548858642578
17,2580169.0,12.778712540828481,138.53509521484375
18,2560185.5,12.794669112605401,138.47821044921875
19,2543298.75,12.876848355702046,138.3793182373047
20,2544735.75,13.00698872133369,138.23336791992188
21,2563663.75,13.166473845764466,138.03628540039062
22,2589094.5,13.336381568577448,137.78599548339844
23,2604348.25,13.496595373249619,137.4832763671875
24,2591331.75,13.632277516924674,137.13226318359375
25,2536286.25,13.737010869120663,136.74020385742188
26,2435369.5,13.811385604031718,136.31678771972656
27,2295855.75,13.86092218064933,135.87295532226562
28,2133030.75,13.8955531351125,135.4196319580078
29,1965073.0,13.927960780608991,134.96656799316406
30,1807630.75,13.975321015314766,134.5214080810547
31,1669659.375,14.05463775837337,134.0893096923828
32,1551598.75,14.181655044053858,133.6728973388672
33,1445653.25,14.36729275315571,133.27308654785156
34,1338367.0,14.616443480239724,132.88980102539062
35,1217455.25,14.926639515290752,132.52322387695312
36,1077841.125,15.295417734528716,132.17489624023438
37,931138.5,15.70597162721639,131.84762573242188
38,797073.625,16.151176171948855,131.54566955566406
39,695935.625,16.61323141273634,131.27427673339844
40,634583.5,17.056702865491502,131.04017639160156
41,608235.375,17.394209499795842,130.851806640625
42,551656.25,17.70186963738596,130.72103881835938
43,460025.5,18.08682265649725,130.6270294189453
44,468836.875,18.189040102179085,130.53652954101562
45,503381.875,17.963436130097175,130.44358825683594
46,577691.875,17.53942747075055,130.38291931152344
47,790854.625,16.79433427508044,130.3162841796875
48,986985.875,15.761120052774514,130.26492309570312
49,737187.75,16.833053766149657,130.26109313964844
50,685771.6875,16.69308234900537,130.3177947998047
51,772103.3125,16.42411529882496,130.4432830810547
52,750323.75,16.215688221273986,130.60536193847656
53,729560.4375,16.128655362480828,130.76419067382812
54,752155.4375,15.980763726137992,130.90133666992188
55,774603.5,15.765941133475723,131.01187133789062
56,803663.625,15.09660340594591,131.1031951904297
57,805167.6875,15.081920097035756,131.17974853515625
58,807934.125,15.109914800633813,131.24546813964844
59,798138.4375,15.142192002414754,131.3011932373047
60,772472.25,15.152961937250144,131.3440704345703
61,735701.3125,15.230963864691866,131.37010192871094
62,709275.125,15.323673449813548,131.37484741210938
63,679134.3125,15.461332938627875,131.3563232421875
64,620422.375,15.770070203625972,131.3230743408203
65,590795.0,16.065354168534654,131.28530883789062
66,569251.0,16.445640228314858,131.3057098388672
67,553746.375,16.85906759831953,131.31861877441406
68,529091.6875,17.028030373293998,131.32261657714844
