seed,psnr,ssim,memory_gb
0,28.615885526130022,0.8374707532839458,0.6665239334106445
1,30.774725176455444,0.8066631826872646,0.7053871154785156
42,32.26170331127203,0.8859213786968074,0.7455320358276367
123,29.896595106502723,0.8401099094734706,0.7898221015930176
3407,28.174773826125765,0.869794043397205,0.8287410736083984
