seed,psnr,ssim,memory_gb
0,25.11853226206998,0.7291270414991255,2.2159409523010254
1,27.316624820408567,0.6077228261657696,2.2360715866088867
42,34.553298754252005,0.898778197138068,2.235886573791504
123,24.681852604983195,0.7250566399720464,2.2414116859436035
3407,28.55392187881624,0.6485668287717118,2.2454700469970703
