iter,loss,psnr,z_norm
1,518905.34375,19.08162757858719,128.3945770263672
2,415703.3125,19.08373180819785,128.39427185058594
3,408333.34375,19.101578466412388,128.3931884765625
4,396517.625,19.166037131692015,128.3914794921875
5,386254.375,19.275515419338724,128.38388061523438
6,315964.40625,19.725152648570454,128.32437133789062
7,195661.046875,19.65271985903538,128.35018920898438
8,128253.7734375,19.68420662078157,128.3441162109375
9,118571.484375,19.687226637579013,128.34384155273438
10,117863.4609375,19.694179110789097,128.34375
11,117847.1875,19.69580489308973,128.34352111816406
12,117831.3046875,19.698280931052825,128.3434600830078
13,117811.2734375,19.732791753547243,128.3432159423828
14,117612.1796875,19.773264207700706,128.34349060058594
15,117352.6953125,19.777466419848125,128.3435821533203
16,117306.984375,19.78503689099014,128.34405517578125
17,117183.9453125,19.792974584712585,128.34469604492188
18,116992.6171875,19.809632968759377,128.3454132080078
19,116869.0234375,19.829354310255724,128.3458251953125
20,116773.2109375,20.380681481369734,128.34835815429688
21,104539.2421875,20.38047529537575,128.34835815429688
22,104539.1328125,20.38707899167127,128.3484344482422
23,103283.5703125,20.406953652364116,128.3485107421875
24,101059.2421875,20.45751127692462,128.3473358154297
25,99170.4375,20.485461287663284,128.3470916748047
26,98910.0546875,20.501368975507233,128.34628295898438
27,98398.5546875,20.507654112112135,128.34629821777344
28,98093.6328125,20.516360194159265,128.3470458984375
29,97244.109375,20.51609234863446,128.34799194335938
30,96738.5390625,20.51005836070136,128.34951782226562
31,96197.0078125,20.498031807316096,128.35049438476562
32,95883.5234375,20.475331095609953,128.35159301757812
33,95465.1171875,20.445673981023035,128.3533477783203
34,95004.6328125,20.43314126722452,128.3548583984375
35,94748.5234375,20.418217644498434,128.3568572998047
36,94515.5859375,22.942678765484587,128.36044311523438
37,73755.0703125,22.956077990607923,128.3606414794922
38,73737.0390625,23.021307033208377,128.36903381347656
39,71410.5390625,22.954086790279987,128.38414001464844
40,70829.1015625,23.097819172576784,128.38223266601562
41,69426.7734375,23.218344657030585,128.3827667236328
42,68562.4453125,23.244662637342167,128.38888549804688
43,67761.8125,23.274824356986326,128.3997344970703
44,67194.125,23.293572698156563,128.40440368652344
45,67023.25,23.32004179727027,128.40953063964844
46,66696.296875,23.38344192953443,128.41685485839844
47,65758.9453125,23.4852560793978,128.42018127441406
48,64154.24609375,23.612642207630547,128.41465759277344
49,62351.7109375,23.65616420933637,128.4117431640625
50,60962.68359375,23.687864993551003,128.42233276367188
51,56744.45703125,23.903554797191898,128.42822265625
52,54378.64453125,23.92023315161446,128.4345245361328
53,53669.42578125,23.90911045144536,128.4365234375
54,53570.125,23.92645994462729,128.43873596191406
55,53110.13671875,23.935971073958406,128.44215393066406
56,52970.68359375,23.959069923217005,128.444091796875
57,52779.09765625,23.976966169279468,128.4525909423828
58,52424.18359375,24.035959866542807,128.46778869628906
59,51495.484375,24.55310142086937,128.63426208496094
60,49207.67578125,25.253407618224717,128.88336181640625
61,45257.22265625,25.367424223729063,128.80093383789062
62,41222.32421875,25.390120179524246,128.79620361328125
63,40637.21875,25.447857690109284,128.8073272705078
64,39621.015625,25.666174591025573,128.99757385253906
65,37590.60546875,26.04073249616534,129.114990234375
66,36414.0234375,26.07286189629734,129.11537170410156
67,36162.08203125,26.10234390754235,129.1004638671875
68,35970.8828125,26.145826245773982,129.0840301513672
69,35768.88671875,26.256007330834798,129.0277862548828
70,35231.01171875,26.323306770930003,128.97837829589844
71,34833.625,26.359063596019592,128.95452880859375
72,34674.5703125,26.374005212697917,128.94418334960938
73,34601.23828125,26.413685557024277,128.91749572753906
74,34430.80859375,26.495759085909533,128.86940002441406
75,34134.47265625,26.69358773464873,128.7720184326172
76,33452.2578125,27.457300264961688,128.30120849609375
77,30554.85546875,27.635918589915008,128.192626953125
78,29143.162109375,28.007124342027115,128.0284881591797
79,27705.453125,28.29535762794583,128.0773468017578
80,27349.482421875,28.57508307444501,128.07411193847656
81,26647.75390625,28.94650347606754,127.89747619628906
82,25126.818359375,29.025296036058318,127.7031478881836
83,24658.3515625,29.095766050287153,127.64169311523438
84,24315.947265625,29.113723840245378,127.63090515136719
85,24221.3828125,29.134485119955343,127.6225357055664
86,24171.10546875,29.182234133851814,127.62580871582031
87,24087.697265625,29.365939478501957,127.61991882324219
88,23812.037109375,29.580944969474245,127.6287612915039
89,23628.05078125,29.6457674045362,127.57266998291016
90,23350.833984375,29.818546784903376,127.51420593261719
91,22895.275390625,30.269281148848606,127.4517593383789
92,22155.17578125,30.44221972426441,127.40471649169922
93,21901.05859375,30.59763762598861,127.34291076660156
94,21694.166015625,30.67531079208761,127.34121704101562
95,21505.150390625,30.81988521845584,127.28463745117188
96,21316.306640625,30.99683878080758,127.19284057617188
