seed,psnr,ssim,memory_gb
0,16.592082175906164,0.42113952766832385,0.6349854469299316
1,15.978902604399954,0.35208837834525614,0.668208122253418
42,12.606563260431745,0.19587780618264566,0.7012476921081543
123,15.699440249221158,0.37736711230565273,0.7328224182128906
3407,14.94615624405684,0.26161334863400354,0.767326831817627
