seed,psnr,ssim,memory_gb
0,30.688625388286074,0.8256405802737462,0.6665239334106445
1,29.860952236538818,0.8520317819286224,0.7053871154785156
42,33.055582659102754,0.8906952198199353,0.7455320358276367
123,25.738747713642297,0.763054033282338,0.7898221015930176
3407,29.913738203122364,0.85446580794951,0.8287410736083984
