iter,loss,psnr,z_norm
1,74647.1328125,22.429344409303514,138.9312744140625
2,14924360.0,11.266493497386513,138.57920837402344
3,11629558.0,11.659134136074949,138.33615112304688
4,366265.84375,17.21355760935974,138.58401489257812
5,11033542.0,10.717348692097783,139.12991333007812
6,10474880.0,11.024486281630024,139.41690063476562
7,5119786.0,12.71139043294417,139.6576385498047
8,507125.84375,16.150573334340553,140.07736206054688
9,4479227.0,14.907527620007706,140.68264770507812
10,1955805.125,16.353623754106536,141.2762451171875
11,1114789.5,16.072300038333434,141.86676025390625
12,1008253.0625,15.383538602170528,142.4410400390625
13,1206359.875,14.690743435105757,142.9822235107422
14,1541658.75,14.098156101400829,143.4750518798828
15,1863121.0,13.666666618977484,143.9093475341797
16,2074498.125,13.398278244675714,144.28155517578125
17,2150440.0,13.265246766862685,144.59420776367188
18,2108837.75,13.25863232678425,144.85353088378906
19,1998140.75,13.356101659941102,145.06643676757812
20,1877856.25,13.517650665043606,145.2381134033203
21,1792252.625,13.706201930227383,145.37167358398438
22,1756232.75,13.90537109943244,145.46800231933594
23,1759718.25,14.101236141569306,145.5270538330078
24,1779880.5,14.28407579944345,145.54898071289062
25,1789731.25,14.441324041649876,145.5352325439453
26,1765897.5,14.567904593779053,145.4892120361328
27,1695804.5,14.666894976807024,145.4163360595703
28,1588001.0,14.73713081369824,145.3228302001953
29,1458258.0,14.763110456201114,145.21539306640625
30,1320323.5,14.779461108792747,145.09939575195312
31,1211823.25,14.783905105533432,144.9774169921875
32,1135626.5,14.801516534480239,144.84930419921875
33,1087590.5,14.84347188172785,144.71302795410156
34,1050199.875,14.922535587014185,144.5664520263672
35,1000342.1875,15.053070309975794,144.40902709960938
36,923156.75,15.242123909837646,144.24269104003906
37,823155.0625,15.479430925998185,144.07135009765625
38,720546.625,15.739975562026338,143.90003967285156
39,637788.75,16.00368496459986,143.73336791992188
40,587039.625,16.249391010699263,143.5748748779297
41,556576.8125,16.47243247840089,143.4274444580078
42,512210.90625,16.71986563342558,143.29396057128906
43,408374.875,17.10090637701248,143.17388916015625
44,342492.4375,17.284417457866976,143.06553649902344
45,302953.15625,17.43907397598528,142.9653778076172
46,278104.34375,17.595589427285017,142.87057495117188
47,229289.296875,17.91626974934106,142.77828979492188
48,177082.984375,18.293590970958352,142.68724060058594
49,147786.859375,18.493777788597956,142.59884643554688
50,136252.390625,18.63841268566291,142.5153350830078
51,143703.203125,18.725360508152967,142.4380645751953
52,144451.703125,18.787827079955846,142.36643981933594
53,126021.546875,18.8538297514417,142.2975311279297
54,114679.2890625,18.8983366792252,142.2272186279297
55,119428.7578125,18.92960488622451,142.15240478515625
56,118827.9765625,18.999847933956644,142.07273864746094
57,104320.359375,19.124293244547804,141.9905242919922
58,92644.453125,19.261441390580142,141.9088592529297
59,92281.625,19.38313322956158,141.82984924316406
60,86751.2734375,19.51868046875816,141.7538604736328
61,71770.515625,19.68334656174283,141.67970275878906
62,62839.796875,19.823470984956913,141.6058807373047
63,61966.40625,19.918253867795357,141.53152465820312
