seed,psnr,ssim,memory_gb
0,31.649197477119323,0.7920046737690393,0.6665239334106445
1,32.46923572052604,0.8823853913790731,0.7053871154785156
42,34.27972157060247,0.901003995907784,0.7455320358276367
123,29.931833083560726,0.7810137686233299,0.7898221015930176
3407,29.26066945942184,0.7742842619868736,0.8287410736083984
