seed,psnr,ssim,memory_gb
0,31.652034032222804,0.792023461235968,0.6665239334106445
1,26.9670466124589,0.5673661037423673,0.7053871154785156
42,34.21491669687767,0.9006935048090517,0.7455320358276367
123,29.931570299786415,0.7809808289062045,0.7898221015930176
3407,31.0601309359988,0.8727504862995518,0.8287410736083984
