iter,loss,psnr,z_norm
1,264227.28125,17.78403737841331,138.974609375
2,14111898.0,11.34904477333375,138.83204650878906
3,12023172.0,11.598484006942469,138.6838836669922
4,4637267.5,14.210104540774626,138.86273193359375
5,6706376.5,12.178267223069753,139.46168518066406
6,10426005.0,10.816979876824535,140.07875061035156
7,10066042.0,10.798252614324237,140.67417907714844
8,7021559.0,11.52925446438016,141.2913360595703
9,4135162.25,12.197354395407524,141.96527099609375
10,2341251.25,13.440199279536277,142.69677734375
11,1850247.0,13.648667726854654,143.45433044433594
12,1900137.5,13.794830589737996,144.2115020751953
13,2228717.5,13.957544013243144,144.93292236328125
14,2723265.5,14.051731638094296,145.589599609375
15,3230365.75,14.137352413070872,146.15992736816406
16,3650341.25,14.205933324067853,146.6304931640625
17,3928722.75,14.237802729909339,146.9961395263672
18,4050503.5,14.215624427040641,147.2594451904297
19,4026114.0,14.13598690021638,147.4290313720703
20,3884284.5,14.007004918571626,147.5173797607422
21,3664981.5,13.840796560467501,147.538818359375
22,3410444.0,13.652887138356311,147.50762939453125
23,3158298.5,13.458519087088483,147.4367218017578
24,2937098.25,13.274341897981959,147.3367156982422
25,2761715.75,13.120504529088702,147.2147216796875
26,2634404.0,13.020648803046818,147.07691955566406
27,2588319.75,12.885906667021853,146.93051147460938
28,2563578.0,12.812407141599921,146.7725067138672
29,2544621.5,12.800640340463243,146.60801696777344
30,2528894.0,12.836651411104675,146.4382781982422
31,2465658.0,12.91874970660606,146.2643585205078
32,2327550.0,13.058163740054358,146.0872039794922
33,2147695.5,13.241831114608551,145.9055633544922
34,1994244.0,13.355158155875156,145.71893310546875
35,1818362.75,13.588271093857491,145.5288848876953
36,1664661.75,13.830958774268979,145.33642578125
37,1542053.75,14.072278238860054,145.14280700683594
38,1445500.25,14.317450149713085,144.94891357421875
39,1372654.125,14.556879084571793,144.7548828125
40,1318403.125,14.770561984469118,144.56069946289062
41,1271698.625,14.949289806563284,144.3668975830078
42,1217430.0,15.091388374878123,144.1746826171875
43,1144473.125,15.201803459301013,143.9857177734375
44,1051402.0,15.291884229078587,143.80224609375
45,949228.875,15.370087721262795,143.6263427734375
46,857240.9375,15.436435294882596,143.45916748046875
47,791735.0,15.491393911326018,143.300048828125
48,755553.125,15.545845154900045,143.14669799804688
49,737998.0,15.61416175951762,142.99627685546875
50,720269.3125,15.706578107901073,142.8467254638672
51,683993.4375,15.837006445972454,142.69773864746094
52,623367.875,16.013205672039422,142.55075073242188
53,543447.3125,16.2427352038439,142.40875244140625
54,392019.53125,16.394802475593277,142.2737579345703
55,341270.8125,16.60109305400168,142.1468505859375
56,320037.8125,16.76371943540989,142.02906799316406
57,314066.0625,16.91678973950857,141.9209442138672
58,304772.6875,17.031818764819157,141.82208251953125
59,280534.75,17.093763342686024,141.73194885253906
60,251168.671875,17.12205637825929,141.64915466308594
61,235772.890625,17.13211024806723,141.57147216796875
62,237019.578125,17.13085991840856,141.49620056152344
63,240043.6875,17.13399436226506,141.42103576660156
64,230860.46875,17.179752897150948,141.34487915039062
65,214746.421875,17.282492051894096,141.26885986328125
66,214662.234375,17.39399152515017,141.19557189941406
67,226058.703125,17.442673826545594,141.12646484375
68,202189.171875,17.525484289401412,141.0609588623047
69,188934.734375,17.517061631499686,140.9976806640625
70,193354.890625,17.497500091386094,140.93560791015625
71,193879.65625,17.51494676283143,140.87466430664062
72,183959.359375,17.5776863007111,140.81568908691406
73,173267.8125,17.667466480803732,140.75982666015625
74,170679.078125,17.759301253225477,140.7079315185547
75,169814.0625,17.842579266738547,140.66024780273438
76,159169.171875,17.925667252372186,140.61630249023438
77,143546.8125,18.017148968811824,140.57505798339844
