seed,psnr,ssim,memory_gb
0,29.490753165703957,0.7080045683075245,2.1676907539367676
1,32.029481314800556,0.8289140400456606,2.1939263343811035
42,31.36467043971681,0.818268332696472,2.1939263343811035
123,31.792200472494343,0.8168246663938652,2.1939263343811035
3407,31.188196334229133,0.7721587531644029,2.1939263343811035
